assoc_idx,sup_idx,Associate,Associate Email,Associate State,Associate License,Associate Availability,Supervisor,Supervisor Email,Supervisor State,Who can you supervise?,Supervisor Availability,Capacity,AvailabilityOverlap,AvailabilityScore,Label,Reason
104,109,Rowan Lee,rowan.lee@sample.org,"KS, VT",Social Worker,"Monday 8:00 AM, Monday 11:00 AM, Monday 2:30 PM, Tuesday 1:30 PM, Wednesday 11:30 AM, Wednesday 3:00 PM, Friday 12:00 PM, Friday 4:00 PM",Jamie Cooper,jamie.cooper@sample.org,VT,"Counselor, Social Worker","Monday 11:00 AM, Monday 2:00 PM, Tuesday 11:30 AM, Tuesday 12:00 PM, Tuesday 1:00 PM, Wednesday 8:00 AM, Wednesday 1:00 PM, Wednesday 5:00 PM, Thursday 10:00 AM, Thursday 5:00 PM, Friday 8:30 AM, Friday 9:30 AM, Friday 11:30 AM",2,1,0.7394103926089274,1,good_match
104,119,Rowan Lee,rowan.lee@sample.org,"KS, VT",Social Worker,"Monday 8:00 AM, Monday 11:00 AM, Monday 2:30 PM, Tuesday 1:30 PM, Wednesday 11:30 AM, Wednesday 3:00 PM, Friday 12:00 PM, Friday 4:00 PM",Jamie Rivera,jamie.rivera@sample.org,KS,"Marriage and Family Therapist, Social Worker","Monday 9:00 AM, Monday 10:00 AM, Monday 12:00 PM, Monday 3:00 PM, Tuesday 9:30 AM, Tuesday 10:30 AM, Tuesday 12:30 PM, Wednesday 1:30 PM, Thursday 3:30 PM, Friday 8:00 AM, Friday 12:00 PM, Friday 2:30 PM, Friday 3:00 PM, Friday 5:30 PM",2,1,0.7563192255882077,1,good_match
105,90,Peyton Parker,peyton.parker@mail.net,HI,Psychologist,"Monday 2:00 PM, Wednesday 9:00 AM, Wednesday 11:00 AM, Wednesday 5:30 PM, Thursday 11:00 AM, Thursday 1:00 PM, Thursday 6:00 PM, Friday 2:30 PM, Friday 4:00 PM",Kendall Clark,kendall.clark@mail.net,HI,"Psychologist, Counselor, Marriage and Family Therapist","Monday 11:30 AM, Monday 12:30 PM, Tuesday 3:00 PM, Wednesday 9:30 AM, Wednesday 2:30 PM, Thursday 3:30 PM, Thursday 5:00 PM, Friday 8:30 AM, Friday 12:30 PM, Friday 4:30 PM",4,0,0.586088350127778,1,good_match
105,110,Peyton Parker,peyton.parker@mail.net,HI,Psychologist,"Monday 2:00 PM, Wednesday 9:00 AM, Wednesday 11:00 AM, Wednesday 5:30 PM, Thursday 11:00 AM, Thursday 1:00 PM, Thursday 6:00 PM, Friday 2:30 PM, Friday 4:00 PM",Skyler Kim,skyler.kim@mail.net,HI,"Psychologist, Counselor","Monday 11:30 AM, Monday 1:30 PM, Tuesday 12:00 PM, Tuesday 3:30 PM, Tuesday 6:00 PM, Thursday 10:30 AM, Thursday 1:00 PM, Thursday 5:30 PM, Thursday 6:00 PM, Friday 12:00 PM, Friday 1:00 PM, Friday 2:00 PM, Friday 3:00 PM",2,2,0.7039268000462814,1,good_match
107,8,Cameron Brown,cameron.brown@example.com,CO,Marriage and Family Therapist,"Monday 9:30 AM, Monday 11:00 AM, Monday 6:00 PM, Tuesday 8:00 AM, Wednesday 2:30 PM, Wednesday 5:30 PM, Thursday 3:00 PM, Thursday 3:30 PM, Thursday 6:00 PM, Friday 11:00 AM",Kendall Ramirez,kendall.ramirez@mail.net,CO,"Psychologist, Social Worker, Marriage and Family Therapist","Tuesday 8:00 AM, Tuesday 11:00 AM, Tuesday 2:00 PM, Wednesday 2:00 PM, Wednesday 5:00 PM, Thursday 10:00 AM, Thursday 11:00 AM, Thursday 11:30 AM, Thursday 3:00 PM, Friday 8:00 AM, Friday 12:30 PM, Friday 2:00 PM",4,2,0.6409931673607977,1,good_match
107,57,Cameron Brown,cameron.brown@example.com,CO,Marriage and Family Therapist,"Monday 9:30 AM, Monday 11:00 AM, Monday 6:00 PM, Tuesday 8:00 AM, Wednesday 2:30 PM, Wednesday 5:30 PM, Thursday 3:00 PM, Thursday 3:30 PM, Thursday 6:00 PM, Friday 11:00 AM",Sam Brooks,sam.brooks@sample.org,CO,"Marriage and Family Therapist, Psychologist","Monday 4:00 PM, Tuesday 8:00 AM, Tuesday 8:30 AM, Tuesday 10:00 AM, Tuesday 1:30 PM, Tuesday 2:30 PM, Tuesday 4:00 PM, Wednesday 8:30 AM, Wednesday 10:00 AM, Wednesday 5:30 PM, Thursday 8:30 AM, Thursday 10:00 AM, Thursday 11:00 AM, Friday 1:30 PM, Friday 4:00 PM, Friday 5:30 PM",5,2,0.6740394446725321,1,good_match
107,95,Cameron Brown,cameron.brown@example.com,CO,Marriage and Family Therapist,"Monday 9:30 AM, Monday 11:00 AM, Monday 6:00 PM, Tuesday 8:00 AM, Wednesday 2:30 PM, Wednesday 5:30 PM, Thursday 3:00 PM, Thursday 3:30 PM, Thursday 6:00 PM, Friday 11:00 AM",Taylor Bennett,taylor.bennett@example.com,CO,Marriage and Family Therapist,"Monday 12:30 PM, Monday 4:00 PM, Tuesday 5:30 PM, Wednesday 9:00 AM, Wednesday 1:00 PM, Wednesday 3:30 PM, Wednesday 4:30 PM, Wednesday 5:30 PM, Thursday 9:30 AM, Thursday 10:00 AM, Thursday 1:00 PM, Thursday 5:30 PM, Friday 9:30 AM, Friday 11:30 AM, Friday 12:00 PM, Friday 3:00 PM",6,1,0.7735535350932228,1,good_match
108,47,Alex Nguyen,alex.nguyen@example.com,IL,Psychologist,"Monday 11:00 AM, Monday 2:00 PM, Tuesday 12:30 PM, Tuesday 2:00 PM, Tuesday 3:30 PM, Tuesday 4:30 PM, Thursday 11:00 AM, Thursday 11:30 AM, Friday 8:00 AM, Friday 12:00 PM, Friday 12:30 PM",Alex Bennett,alex.bennett@sample.org,IL,"Marriage and Family Therapist, Psychologist, Counselor","Monday 9:30 AM, Monday 11:00 AM, Monday 3:30 PM, Monday 4:00 PM, Tuesday 10:30 AM, Tuesday 12:30 PM, Tuesday 2:30 PM, Tuesday 3:30 PM, Wednesday 3:00 PM, Wednesday 6:00 PM, Thursday 11:30 AM, Thursday 3:00 PM, Thursday 4:30 PM, Friday 10:30 AM, Friday 11:00 AM, Friday 2:30 PM, Friday 5:00 PM",6,4,0.8081936456220083,0,sampled_negative
109,54,Casey Moore,casey.moore@sample.org,NY,Counselor,"Monday 8:00 AM, Monday 1:30 PM, Tuesday 4:00 PM, Wednesday 10:00 AM, Wednesday 2:00 PM, Friday 8:00 AM",Elliot Rivera,elliot.rivera@mail.net,NY,"Counselor, Social Worker, Psychologist","Monday 8:30 AM, Monday 12:30 PM, Monday 6:00 PM, Tuesday 1:30 PM, Tuesday 3:30 PM, Wednesday 9:00 AM, Wednesday 3:00 PM, Wednesday 4:00 PM, Wednesday 4:30 PM, Thursday 11:00 AM, Thursday 2:00 PM, Friday 8:30 AM, Friday 9:00 AM, Friday 5:00 PM",5,0,0.7350811034830236,0,sampled_negative
109,89,Casey Moore,casey.moore@sample.org,NY,Counselor,"Monday 8:00 AM, Monday 1:30 PM, Tuesday 4:00 PM, Wednesday 10:00 AM, Wednesday 2:00 PM, Friday 8:00 AM",Riley Bennett,riley.bennett@sample.org,NY,"Psychologist, Counselor, Marriage and Family Therapist","Monday 1:00 PM, Monday 2:30 PM, Tuesday 9:00 AM, Tuesday 4:00 PM, Tuesday 6:00 PM, Wednesday 2:00 PM, Wednesday 2:30 PM, Thursday 11:00 AM, Thursday 3:00 PM, Friday 8:00 AM, Friday 12:30 PM",5,3,0.7345870772224404,1,good_match
111,108,Kendall Lopez,kendall.lopez@example.com,MT,Psychologist,"Monday 1:30 PM, Tuesday 9:00 AM, Tuesday 2:00 PM, Wednesday 10:30 AM, Wednesday 11:00 AM, Wednesday 11:30 AM, Thursday 11:00 AM, Thursday 5:30 PM, Friday 8:00 AM",Skyler Cooper,skyler.cooper@sample.org,MT,"Counselor, Psychologist","Monday 1:00 PM, Tuesday 11:00 AM, Tuesday 1:30 PM, Tuesday 3:30 PM, Wednesday 9:00 AM, Wednesday 3:00 PM, Wednesday 5:30 PM, Thursday 6:00 PM, Friday 11:30 AM, Friday 1:30 PM",6,0,0.6372525494887293,1,good_match
112,2,Kendall Reed,kendall.reed@sample.org,AZ,Marriage and Family Therapist,"Monday 11:30 AM, Monday 5:30 PM, Tuesday 11:30 AM, Tuesday 2:00 PM, Tuesday 2:30 PM, Wednesday 4:30 PM, Thursday 12:30 PM, Friday 10:30 AM, Friday 2:00 PM",Quinn Patel,quinn.patel@mail.net,AZ,"Psychologist, Marriage and Family Therapist, Social Worker","Monday 10:30 AM, Monday 12:00 PM, Monday 1:00 PM, Monday 2:00 PM, Tuesday 9:30 AM, Tuesday 12:00 PM, Tuesday 4:00 PM, Wednesday 10:00 AM, Wednesday 11:00 AM, Thursday 11:30 AM, Thursday 1:00 PM, Thursday 4:00 PM, Thursday 4:30 PM, Friday 8:00 AM, Friday 11:00 AM, Friday 3:00 PM",4,0,0.6049710146143618,1,good_match
112,64,Kendall Reed,kendall.reed@sample.org,AZ,Marriage and Family Therapist,"Monday 11:30 AM, Monday 5:30 PM, Tuesday 11:30 AM, Tuesday 2:00 PM, Tuesday 2:30 PM, Wednesday 4:30 PM, Thursday 12:30 PM, Friday 10:30 AM, Friday 2:00 PM",Reese Chen,reese.chen@example.com,AZ,"Marriage and Family Therapist, Counselor, Social Worker","Monday 12:30 PM, Monday 1:00 PM, Monday 2:30 PM, Wednesday 12:30 PM, Wednesday 2:00 PM, Wednesday 3:00 PM, Wednesday 5:30 PM, Wednesday 6:00 PM, Friday 9:30 AM, Friday 11:30 AM",3,0,0.6546461047983761,0,sampled_negative
113,16,Drew Moore,drew.moore@mail.net,TX,Marriage and Family Therapist,"Monday 11:30 AM, Tuesday 12:00 PM, Wednesday 11:30 AM, Wednesday 1:00 PM, Wednesday 1:30 PM, Thursday 9:30 AM, Thursday 10:30 AM, Thursday 11:00 AM, Thursday 11:30 AM, Thursday 2:00 PM, Friday 2:00 PM, Friday 6:00 PM",Taylor Jenkins,taylor.jenkins@mail.net,TX,"Marriage and Family Therapist, Psychologist, Social Worker","Monday 2:30 PM, Monday 3:00 PM, Monday 5:30 PM, Tuesday 10:30 AM, Tuesday 2:00 PM, Tuesday 2:30 PM, Tuesday 3:30 PM, Wednesday 8:30 AM, Thursday 11:30 AM, Thursday 3:00 PM, Friday 11:30 AM, Friday 1:30 PM",4,1,0.6928800671237764,1,good_match
113,66,Drew Moore,drew.moore@mail.net,TX,Marriage and Family Therapist,"Monday 11:30 AM, Tuesday 12:00 PM, Wednesday 11:30 AM, Wednesday 1:00 PM, Wednesday 1:30 PM, Thursday 9:30 AM, Thursday 10:30 AM, Thursday 11:00 AM, Thursday 11:30 AM, Thursday 2:00 PM, Friday 2:00 PM, Friday 6:00 PM",Drew Clark,drew.clark@sample.org,TX,"Marriage and Family Therapist, Social Worker","Monday 11:30 AM, Monday 12:00 PM, Monday 1:00 PM, Monday 1:30 PM, Monday 2:00 PM, Monday 3:30 PM, Monday 4:00 PM, Wednesday 8:00 AM, Wednesday 10:30 AM, Wednesday 1:00 PM, Wednesday 2:30 PM, Thursday 12:00 PM, Thursday 2:00 PM, Friday 8:30 AM, Friday 1:00 PM, Friday 1:30 PM, Friday 5:30 PM",5,3,0.6314120471415006,0,sampled_negative
113,70,Drew Moore,drew.moore@mail.net,TX,Marriage and Family Therapist,"Monday 11:30 AM, Tuesday 12:00 PM, Wednesday 11:30 AM, Wednesday 1:00 PM, Wednesday 1:30 PM, Thursday 9:30 AM, Thursday 10:30 AM, Thursday 11:00 AM, Thursday 11:30 AM, Thursday 2:00 PM, Friday 2:00 PM, Friday 6:00 PM",Casey Bailey,casey.bailey@example.com,TX,"Psychologist, Marriage and Family Therapist","Monday 10:30 AM, Monday 3:00 PM, Tuesday 11:00 AM, Tuesday 11:30 AM, Tuesday 2:30 PM, Tuesday 3:30 PM, Tuesday 5:00 PM, Wednesday 9:00 AM, Wednesday 1:30 PM, Wednesday 2:30 PM, Wednesday 6:00 PM, Thursday 9:00 AM, Thursday 10:00 AM, Thursday 2:00 PM, Friday 8:30 AM, Friday 9:00 AM, Friday 2:00 PM",6,3,0.7043388757603805,0,sampled_negative
114,20,Drew Ramirez,drew.ramirez@mail.net,NM,Counselor,"Monday 10:00 AM, Monday 1:00 PM, Tuesday 4:30 PM, Wednesday 12:00 PM, Thursday 8:30 AM, Thursday 9:30 AM, Thursday 1:00 PM, Friday 11:30 AM, Friday 5:00 PM",Taylor Gonzalez,taylor.gonzalez@sample.org,NM,Counselor,"Monday 9:30 AM, Monday 12:00 PM, Tuesday 9:30 AM, Tuesday 11:30 AM, Tuesday 12:00 PM, Tuesday 3:00 PM, Tuesday 5:00 PM, Wednesday 8:00 AM, Wednesday 9:00 AM, Wednesday 12:30 PM, Thursday 9:00 AM, Thursday 10:30 AM, Thursday 5:30 PM, Friday 8:00 AM, Friday 9:00 AM, Friday 3:00 PM, Friday 4:30 PM",2,0,0.7317821931346016,1,good_match
115,65,Cameron Davis,cameron.davis@mail.net,SC,Counselor,"Tuesday 8:00 AM, Tuesday 8:30 AM, Tuesday 11:00 AM, Wednesday 3:30 PM, Friday 2:00 PM, Friday 5:30 PM",Reese Martinez,reese.martinez@example.com,SC,"Marriage and Family Therapist, Counselor, Psychologist","Monday 2:00 PM, Monday 3:00 PM, Tuesday 11:00 AM, Tuesday 12:00 PM, Wednesday 8:30 AM, Wednesday 1:00 PM, Wednesday 2:30 PM, Wednesday 3:30 PM, Wednesday 4:00 PM, Thursday 8:30 AM, Thursday 11:30 AM, Thursday 3:00 PM, Thursday 6:00 PM, Friday 10:30 AM, Friday 12:00 PM, Friday 3:00 PM, Friday 4:30 PM",2,2,0.6580681287574066,1,good_match
116,5,Cameron Reed,cameron.reed@example.com,NV,Social Worker,"Monday 12:00 PM, Monday 1:30 PM, Monday 5:00 PM, Tuesday 10:00 AM, Tuesday 2:00 PM, Tuesday 5:30 PM, Wednesday 2:30 PM, Thursday 2:30 PM, Thursday 4:30 PM, Friday 12:30 PM, Friday 5:30 PM",Hayden Moore,hayden.moore@sample.org,NV,"Psychologist, Counselor, Social Worker","Monday 11:00 AM, Monday 1:30 PM, Monday 3:00 PM, Monday 5:30 PM, Monday 6:00 PM, Wednesday 2:00 PM, Thursday 8:00 AM, Thursday 9:00 AM, Thursday 4:30 PM, Friday 9:30 AM, Friday 2:00 PM, Friday 4:30 PM",5,2,0.7552423525490188,1,good_match
116,41,Cameron Reed,cameron.reed@example.com,NV,Social Worker,"Monday 12:00 PM, Monday 1:30 PM, Monday 5:00 PM, Tuesday 10:00 AM, Tuesday 2:00 PM, Tuesday 5:30 PM, Wednesday 2:30 PM, Thursday 2:30 PM, Thursday 4:30 PM, Friday 12:30 PM, Friday 5:30 PM",Sam Bailey,sam.bailey@sample.org,NV,"Social Worker, Marriage and Family Therapist","Monday 1:00 PM, Monday 6:00 PM, Tuesday 8:30 AM, Tuesday 10:30 AM, Tuesday 11:00 AM, Tuesday 12:30 PM, Tuesday 2:00 PM, Thursday 11:30 AM, Thursday 4:30 PM, Friday 8:00 AM, Friday 2:30 PM",2,2,0.7720937727240511,1,good_match
117,27,Jamie Parker,jamie.parker@sample.org,OK,Marriage and Family Therapist,"Monday 8:30 AM, Monday 3:00 PM, Monday 5:00 PM, Monday 5:30 PM, Tuesday 3:00 PM, Wednesday 1:30 PM, Wednesday 4:00 PM, Thursday 9:30 AM, Thursday 2:00 PM, Thursday 4:00 PM, Friday 10:30 AM, Friday 4:00 PM",Kendall Martinez,kendall.martinez@sample.org,OK,"Counselor, Marriage and Family Therapist","Monday 12:30 PM, Tuesday 12:30 PM, Tuesday 1:00 PM, Tuesday 2:00 PM, Tuesday 2:30 PM, Tuesday 3:00 PM, Tuesday 3:30 PM, Wednesday 3:00 PM, Wednesday 3:30 PM, Wednesday 6:00 PM, Thursday 9:30 AM, Thursday 4:30 PM, Thursday 5:00 PM, Friday 11:30 AM, Friday 2:00 PM, Friday 3:00 PM, Friday 3:30 PM",6,2,0.794775140348123,1,good_match
117,93,Jamie Parker,jamie.parker@sample.org,OK,Marriage and Family Therapist,"Monday 8:30 AM, Monday 3:00 PM, Monday 5:00 PM, Monday 5:30 PM, Tuesday 3:00 PM, Wednesday 1:30 PM, Wednesday 4:00 PM, Thursday 9:30 AM, Thursday 2:00 PM, Thursday 4:00 PM, Friday 10:30 AM, Friday 4:00 PM",Kendall Lee,kendall.lee@mail.net,OK,Marriage and Family Therapist,"Monday 12:30 PM, Monday 3:30 PM, Monday 4:30 PM, Tuesday 8:30 AM, Tuesday 10:00 AM, Tuesday 11:00 AM, Tuesday 3:30 PM, Wednesday 3:00 PM, Wednesday 3:30 PM, Wednesday 6:00 PM, Thursday 3:30 PM, Friday 10:00 AM, Friday 11:00 AM, Friday 11:30 AM",4,0,0.682453026992473,1,good_match
118,38,Finley Martinez,finley.martinez@mail.net,WI,Social Worker,"Monday 2:00 PM, Tuesday 3:30 PM, Thursday 10:30 AM, Thursday 12:30 PM, Friday 3:30 PM, Friday 4:00 PM",Kendall Nguyen,kendall.nguyen@example.com,WI,"Counselor, Social Worker, Marriage and Family Therapist","Monday 8:30 AM, Monday 2:00 PM, Tuesday 8:30 AM, Tuesday 9:30 AM, Tuesday 12:00 PM, Tuesday 3:00 PM, Tuesday 3:30 PM, Tuesday 4:00 PM, Tuesday 4:30 PM, Wednesday 10:00 AM, Thursday 10:00 AM, Thursday 10:30 AM, Thursday 2:00 PM, Thursday 2:30 PM, Friday 11:00 AM, Friday 12:00 PM, Friday 2:30 PM",2,3,0.7598336153782582,1,good_match
118,81,Finley Martinez,finley.martinez@mail.net,WI,Social Worker,"Monday 2:00 PM, Tuesday 3:30 PM, Thursday 10:30 AM, Thursday 12:30 PM, Friday 3:30 PM, Friday 4:00 PM",Reese Kim,reese.kim@sample.org,WI,"Psychologist, Social Worker, Marriage and Family Therapist","Tuesday 9:30 AM, Tuesday 3:30 PM, Wednesday 10:30 AM, Wednesday 11:00 AM, Wednesday 3:00 PM, Wednesday 4:30 PM, Wednesday 5:00 PM, Thursday 8:30 AM, Thursday 1:00 PM, Friday 9:00 AM, Friday 3:00 PM, Friday 3:30 PM, Friday 4:00 PM, Friday 5:30 PM",3,3,0.7427921019527458,1,good_match
119,101,Hayden Jenkins,hayden.jenkins@sample.org,KY,Psychologist,"Monday 10:00 AM, Monday 5:00 PM, Tuesday 8:30 AM, Tuesday 3:00 PM, Wednesday 12:30 PM, Wednesday 5:00 PM, Wednesday 6:00 PM, Thursday 1:00 PM, Thursday 3:00 PM, Thursday 4:00 PM, Friday 9:30 AM",Avery Garcia,avery.garcia@example.com,KY,"Marriage and Family Therapist, Counselor, Psychologist","Monday 11:00 AM, Monday 12:30 PM, Tuesday 9:30 AM, Tuesday 3:30 PM, Wednesday 10:00 AM, Wednesday 11:30 AM, Wednesday 12:30 PM, Thursday 11:30 AM, Thursday 12:00 PM, Thursday 12:30 PM",6,1,0.5631217427601564,1,good_match
120,14,Cameron Cooper,cameron.cooper@mail.net,MT,Marriage and Family Therapist,"Monday 9:00 AM, Monday 11:00 AM, Tuesday 12:30 PM, Tuesday 2:30 PM, Tuesday 4:30 PM, Wednesday 8:30 AM, Wednesday 10:30 AM, Wednesday 5:00 PM, Friday 1:30 PM, Friday 4:30 PM, Friday 6:00 PM",Reese Brown,reese.brown@mail.net,"MT, DE","Counselor, Marriage and Family Therapist, Social Worker","Tuesday 10:30 AM, Tuesday 12:30 PM, Tuesday 2:00 PM, Tuesday 5:30 PM, Wednesday 1:30 PM, Thursday 9:30 AM, Thursday 12:30 PM, Thursday 1:30 PM, Friday 8:00 AM, Friday 8:30 AM, Friday 11:30 AM",3,1,0.7390428960488782,1,good_match
120,83,Cameron Cooper,cameron.cooper@mail.net,MT,Marriage and Family Therapist,"Monday 9:00 AM, Monday 11:00 AM, Tuesday 12:30 PM, Tuesday 2:30 PM, Tuesday 4:30 PM, Wednesday 8:30 AM, Wednesday 10:30 AM, Wednesday 5:00 PM, Friday 1:30 PM, Friday 4:30 PM, Friday 6:00 PM",Cameron Rivera,cameron.rivera@example.com,MT,"Marriage and Family Therapist, Social Worker, Counselor","Monday 9:30 AM, Monday 2:00 PM, Monday 4:30 PM, Monday 5:00 PM, Tuesday 11:30 AM, Tuesday 5:30 PM, Wednesday 8:00 AM, Wednesday 10:30 AM, Thursday 6:00 PM, Friday 11:30 AM, Friday 4:30 PM",0,2,0.7187749649271118,0,capacity_full
121,44,Jamie Brooks,jamie.brooks@sample.org,NY,Social Worker,"Monday 4:30 PM, Tuesday 12:00 PM, Tuesday 2:30 PM, Tuesday 4:30 PM, Tuesday 6:00 PM, Wednesday 1:30 PM, Wednesday 3:00 PM, Thursday 3:00 PM, Thursday 5:30 PM, Friday 12:30 PM, Friday 1:30 PM, Friday 3:30 PM",Jordan Bailey,jordan.bailey@sample.org,NY,"Social Worker, Marriage and Family Therapist","Monday 9:30 AM, Monday 1:30 PM, Tuesday 12:00 PM, Tuesday 1:30 PM, Tuesday 6:00 PM, Wednesday 2:30 PM, Thursday 1:00 PM, Thursday 3:00 PM, Friday 9:00 AM, Friday 1:00 PM",2,3,0.8558196781783302,1,good_match
121,54,Jamie Brooks,jamie.brooks@sample.org,NY,Social Worker,"Monday 4:30 PM, Tuesday 12:00 PM, Tuesday 2:30 PM, Tuesday 4:30 PM, Tuesday 6:00 PM, Wednesday 1:30 PM, Wednesday 3:00 PM, Thursday 3:00 PM, Thursday 5:30 PM, Friday 12:30 PM, Friday 1:30 PM, Friday 3:30 PM",Elliot Rivera,elliot.rivera@mail.net,NY,"Counselor, Social Worker, Psychologist","Monday 8:30 AM, Monday 12:30 PM, Monday 6:00 PM, Tuesday 1:30 PM, Tuesday 3:30 PM, Wednesday 9:00 AM, Wednesday 3:00 PM, Wednesday 4:00 PM, Wednesday 4:30 PM, Thursday 11:00 AM, Thursday 2:00 PM, Friday 8:30 AM, Friday 9:00 AM, Friday 5:00 PM",5,1,0.8071787057221312,1,good_match
122,3,Drew Reed,drew.reed@example.com,IN,Psychologist,"Monday 11:30 AM, Monday 12:00 PM, Monday 6:00 PM, Tuesday 5:00 PM, Wednesday 10:30 AM, Wednesday 6:00 PM, Thursday 9:00 AM, Thursday 9:30 AM, Friday 11:00 AM, Friday 2:30 PM, Friday 4:30 PM",Taylor Chen,taylor.chen@example.com,IN,"Marriage and Family Therapist, Psychologist, Social Worker","Monday 6:00 PM, Tuesday 11:30 AM, Tuesday 1:00 PM, Tuesday 2:30 PM, Wednesday 11:00 AM, Wednesday 4:30 PM, Thursday 10:30 AM, Thursday 12:00 PM, Thursday 5:00 PM, Friday 9:30 AM, Friday 10:00 AM, Friday 12:30 PM",2,1,0.7641009895570277,1,good_match
122,117,Drew Reed,drew.reed@example.com,IN,Psychologist,"Monday 11:30 AM, Monday 12:00 PM, Monday 6:00 PM, Tuesday 5:00 PM, Wednesday 10:30 AM, Wednesday 6:00 PM, Thursday 9:00 AM, Thursday 9:30 AM, Friday 11:00 AM, Friday 2:30 PM, Friday 4:30 PM",Sam Hernandez,sam.hernandez@mail.net,"AL, WV, IN","Social Worker, Psychologist, Counselor","Monday 10:00 AM, Monday 11:30 AM, Monday 12:00 PM, Monday 4:30 PM, Tuesday 9:00 AM, Tuesday 3:30 PM, Wednesday 10:30 AM, Wednesday 1:00 PM, Wednesday 1:30 PM, Wednesday 5:00 PM, Thursday 11:00 AM, Thursday 5:30 PM, Friday 10:30 AM, Friday 12:30 PM, Friday 3:00 PM",5,3,0.8555189780147493,1,good_match
125,59,Dakota Cooper,dakota.cooper@example.com,NM,Marriage and Family Therapist,"Monday 9:30 AM, Monday 1:30 PM, Monday 6:00 PM, Tuesday 2:00 PM, Tuesday 3:30 PM, Wednesday 11:30 AM, Friday 10:00 AM, Friday 1:30 PM",Peyton Lee,peyton.lee@example.com,NM,Marriage and Family Therapist,"Monday 10:00 AM, Monday 10:30 AM, Monday 12:00 PM, Monday 3:00 PM, Monday 4:30 PM, Tuesday 4:30 PM, Wednesday 1:00 PM, Wednesday 4:30 PM, Thursday 8:00 AM, Thursday 5:00 PM, Thursday 5:30 PM, Thursday 6:00 PM, Friday 10:30 AM",3,0,0.7087492689035997,0,sampled_negative
125,106,Dakota Cooper,dakota.cooper@example.com,NM,Marriage and Family Therapist,"Monday 9:30 AM, Monday 1:30 PM, Monday 6:00 PM, Tuesday 2:00 PM, Tuesday 3:30 PM, Wednesday 11:30 AM, Friday 10:00 AM, Friday 1:30 PM",Avery Jenkins,avery.jenkins@mail.net,NM,"Social Worker, Marriage and Family Therapist, Psychologist","Tuesday 8:30 AM, Tuesday 10:30 AM, Tuesday 5:30 PM, Tuesday 6:00 PM, Wednesday 8:30 AM, Wednesday 9:30 AM, Wednesday 11:00 AM, Wednesday 4:00 PM, Wednesday 5:30 PM, Thursday 10:00 AM, Thursday 10:30 AM, Thursday 11:00 AM, Thursday 12:00 PM, Friday 8:00 AM, Friday 9:00 AM, Friday 9:30 AM, Friday 12:00 PM, Friday 3:00 PM",4,0,0.6112782702066315,1,good_match
126,45,Finley Moore,finley.moore@example.com,OR,Counselor,"Monday 9:00 AM, Tuesday 10:30 AM, Tuesday 11:30 AM, Tuesday 2:30 PM, Wednesday 1:00 PM, Thursday 9:00 AM, Thursday 5:30 PM, Thursday 6:00 PM, Friday 9:00 AM, Friday 9:30 AM, Friday 3:00 PM, Friday 3:30 PM",Skyler Davis,skyler.davis@mail.net,OR,Counselor,"Monday 1:30 PM, Tuesday 9:00 AM, Tuesday 3:00 PM, Tuesday 6:00 PM, Wednesday 8:00 AM, Wednesday 9:00 AM, Wednesday 1:00 PM, Wednesday 2:30 PM, Wednesday 3:00 PM, Wednesday 5:00 PM, Wednesday 6:00 PM, Thursday 9:30 AM, Thursday 1:30 PM, Thursday 5:00 PM, Thursday 6:00 PM, Friday 8:30 AM, Friday 6:00 PM",3,2,0.7077248199588133,1,good_match
127,71,Skyler Brown,skyler.brown@example.com,FL,Counselor,"Monday 8:30 AM, Tuesday 11:30 AM, Tuesday 1:30 PM, Tuesday 5:00 PM, Thursday 3:00 PM, Thursday 5:30 PM, Friday 11:00 AM, Friday 11:30 AM, Friday 5:00 PM, Friday 5:30 PM",Elliot Clark,elliot.clark@example.com,"IN, WY, FL","Marriage and Family Therapist, Counselor","Monday 8:00 AM, Monday 4:00 PM, Tuesday 8:30 AM, Tuesday 12:00 PM, Wednesday 11:00 AM, Wednesday 2:30 PM, Thursday 8:00 AM, Thursday 8:30 AM, Thursday 10:30 AM, Friday 11:00 AM, Friday 1:30 PM",4,1,0.7224920846311982,1,good_match
127,84,Skyler Brown,skyler.brown@example.com,FL,Counselor,"Monday 8:30 AM, Tuesday 11:30 AM, Tuesday 1:30 PM, Tuesday 5:00 PM, Thursday 3:00 PM, Thursday 5:30 PM, Friday 11:00 AM, Friday 11:30 AM, Friday 5:00 PM, Friday 5:30 PM",Logan Lee,logan.lee@sample.org,FL,"Psychologist, Counselor, Social Worker","Monday 9:00 AM, Monday 3:00 PM, Monday 5:30 PM, Tuesday 11:00 AM, Tuesday 1:30 PM, Wednesday 2:00 PM, Thursday 10:00 AM, Thursday 11:30 AM, Thursday 3:00 PM, Friday 12:30 PM, Friday 3:30 PM",4,2,0.7155525359582392,1,good_match
